udp,select,poll,sys,dev,etc,root,mkdir,connect,tcp,clone_API,proc,var,network_http,File_IO,accept,home,munmap,rename,mmap,chdir_API,network_connection,execve_API,attack_map
0,41,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,43,18,0,0,36,0,0,0,157,0,0,24,4,94,3,0,8,0,8,8,165,0,0
0,40,30,0,0,72,0,0,0,306,0,0,48,8,188,6,0,16,0,16,16,322,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,44,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,44,4,0,0,0,0,0,0,14,0,0,12,2,29,1,0,0,0,0,4,14,0,0
0,40,1,0,0,0,0,0,0,10,0,0,12,2,29,0,0,0,0,0,4,10,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,44,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,43,15,0,0,36,0,0,0,151,0,0,24,4,94,2,0,8,0,8,8,159,0,0
0,40,12,0,0,36,0,0,0,146,0,0,12,2,65,3,0,8,0,8,4,154,0,0
0,40,38,0,0,108,0,0,0,426,0,0,36,6,195,7,0,24,0,24,12,450,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,42,4,0,0,0,0,0,0,14,0,0,12,2,44,1,0,0,0,0,4,14,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,3,0,0,0,0,0,0,12,0,0,12,2,44,0,0,0,0,0,4,12,0,0
0,40,16,0,0,36,0,0,0,156,0,0,57,6,159,3,0,8,0,8,12,164,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,43,29,0,0,72,0,0,0,304,0,0,90,8,230,5,0,16,0,16,16,320,0,0
0,43,46,0,0,108,0,0,0,454,0,0,114,12,324,8,0,24,0,24,24,478,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,30,0,0,72,0,0,0,297,0,0,48,8,188,5,0,16,0,16,16,313,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,43,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,40,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
0,42,5,0,0,0,0,0,0,24,0,0,24,4,58,1,0,0,0,0,8,24,0,0
0,44,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,14,0,0,36,0,0,0,148,0,0,12,2,65,3,0,8,0,8,4,156,0,0
0,40,14,0,0,36,0,0,0,148,0,0,12,2,65,3,0,8,0,8,4,156,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,17,0,0,36,0,0,0,148,0,0,24,4,94,3,0,8,0,8,8,156,0,0
0,40,5,0,0,0,0,0,0,28,0,0,24,4,88,1,0,0,0,0,8,28,0,0
0,42,4,0,0,0,0,0,0,14,0,0,12,2,44,1,0,0,0,0,4,14,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,40,19,0,0,36,0,0,0,159,0,0,45,4,115,4,0,8,0,8,8,167,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,2,0,8,0,8,8,161,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,40,43,0,0,108,0,0,0,448,0,0,93,12,303,7,0,24,0,24,24,472,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,42,17,0,0,36,0,0,0,148,0,0,24,4,94,3,0,8,0,8,8,156,0,0
0,38,18,0,0,36,0,0,0,156,0,0,57,6,144,2,0,8,0,8,12,164,0,0
0,38,15,0,0,36,0,0,0,154,0,0,36,6,123,2,0,8,0,8,12,162,0,0
0,38,28,0,0,72,0,0,0,303,0,0,36,6,159,6,0,16,0,16,12,319,0,0
0,39,17,0,0,36,0,0,0,154,0,0,12,2,65,4,0,8,0,8,4,162,0,0
0,38,23,0,0,72,0,0,0,283,0,0,24,4,130,4,0,16,0,16,8,299,0,0
0,38,19,0,0,36,0,0,0,159,0,0,24,4,94,3,0,8,0,8,8,167,0,0
0,38,4,0,0,0,0,0,0,14,0,0,12,2,44,1,0,0,0,0,4,14,0,0
0,42,5,0,0,0,0,0,0,9,0,0,12,2,44,1,0,0,0,0,4,9,0,0
0,38,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,39,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,39,19,0,0,36,0,0,0,159,0,0,45,4,115,4,0,8,0,8,8,167,0,0
0,42,28,0,0,72,0,0,0,302,0,0,90,7,230,5,0,16,0,16,16,318,0,0
0,42,18,0,0,36,0,0,0,157,0,0,24,4,94,3,0,8,0,8,8,165,0,0
0,38,14,0,0,36,0,0,0,151,0,0,24,4,94,3,0,8,0,8,8,159,0,0
0,42,17,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,38,17,0,0,36,0,0,0,155,0,0,24,4,94,4,0,8,0,8,8,163,0,0
0,42,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,40,2,0,0,0,0,0,0,12,0,0,12,2,29,1,0,0,0,0,4,12,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,38,1,0,0,0,0,0,0,10,0,0,12,2,29,0,0,0,0,0,4,10,0,0
0,40,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
0,36,31,0,0,72,0,0,0,308,0,0,48,8,188,5,0,16,0,16,16,324,0,0
0,37,12,0,0,36,0,0,0,146,0,0,12,2,65,3,0,8,0,8,4,154,0,0
0,36,16,0,0,36,0,0,0,150,0,0,12,2,65,3,0,8,0,8,4,158,0,0
0,40,41,0,0,108,0,0,0,433,0,0,48,8,224,8,0,24,0,24,16,457,0,0
0,42,9,0,0,0,0,0,0,44,0,0,36,6,132,2,0,0,0,0,12,44,0,0
0,38,30,0,0,72,0,0,0,297,0,0,90,8,230,5,0,16,0,16,16,313,0,0
0,39,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,42,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,38,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,38,32,0,0,72,0,0,0,301,0,0,69,8,209,5,0,16,0,16,16,317,0,0
0,38,14,0,0,36,0,0,0,151,0,0,24,4,94,3,0,8,0,8,8,159,0,0
0,36,18,0,0,36,0,0,0,157,0,0,24,4,94,3,0,8,0,8,8,165,0,0
0,40,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
0,40,22,0,0,36,0,0,0,177,0,0,57,6,144,4,0,8,0,8,12,185,0,0
0,44,2,0,0,0,0,0,0,12,0,0,12,2,29,1,0,0,0,0,4,12,0,0
0,39,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,41,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,41,30,0,0,72,0,0,0,304,0,0,24,4,130,6,0,16,0,16,8,320,0,0
0,44,41,0,0,108,0,0,0,445,0,0,60,9,268,8,0,24,0,24,20,469,0,0
0,41,8,0,0,0,0,0,0,32,0,0,24,4,88,2,0,0,0,0,8,32,0,0
0,44,19,0,0,36,0,0,0,159,0,0,45,4,115,4,0,8,0,8,8,167,0,0
0,42,29,0,0,72,0,0,0,304,0,0,90,8,230,5,0,16,0,16,16,320,0,0
0,43,19,0,0,36,0,0,0,161,0,0,45,4,115,4,0,8,0,8,8,169,0,0
0,40,15,0,0,36,0,0,0,151,0,0,45,4,115,2,0,8,0,8,8,159,0,0
0,40,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,43,14,0,0,36,0,0,0,151,0,0,24,4,94,3,0,8,0,8,8,159,0,0
0,42,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,36,29,0,0,72,0,0,0,304,0,0,48,8,188,5,0,16,0,16,16,320,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,44,3,0,0,0,0,0,0,12,0,0,12,2,29,0,0,0,0,0,4,12,0,0
0,43,42,0,0,108,0,0,0,445,0,0,60,10,253,8,0,24,0,24,20,469,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,42,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,37,23,0,0,72,0,0,0,283,0,0,24,4,130,4,0,16,0,16,8,299,0,0
0,40,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,37,5,0,0,0,0,0,0,24,0,0,24,4,88,1,0,0,0,0,8,24,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,27,0,0,72,0,0,0,293,0,0,90,8,230,4,0,16,0,16,16,309,0,0
0,39,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,36,27,0,0,72,0,0,0,293,0,0,69,8,209,4,0,16,0,16,16,309,0,0
0,40,18,0,0,36,0,0,0,155,0,0,24,4,94,3,0,8,0,8,8,163,0,0
0,36,30,0,0,72,0,0,0,308,0,0,48,8,188,6,0,16,0,16,16,324,0,0
0,37,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,40,20,0,0,36,0,0,0,173,0,0,36,6,123,4,0,8,0,8,12,181,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,37,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,36,11,0,0,36,0,0,0,144,0,0,12,2,65,2,0,8,0,8,4,152,0,0
0,36,41,0,0,108,0,0,0,434,0,0,36,6,195,8,0,24,0,24,12,458,0,0
0,36,17,0,0,36,0,0,0,156,0,0,36,6,138,2,0,8,0,8,12,164,0,0
0,38,1,0,0,0,0,0,0,10,0,0,12,2,44,0,0,0,0,0,4,10,0,0
0,40,2,0,0,0,0,0,0,12,0,0,12,2,44,1,0,0,0,0,4,12,0,0
0,39,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,37,15,0,0,36,0,0,0,151,0,0,45,4,115,2,0,8,0,8,8,159,0,0
0,37,14,0,0,36,0,0,0,151,0,0,45,4,115,3,0,8,0,8,8,159,0,0
0,40,29,0,0,72,0,0,0,296,0,0,89,7,229,5,0,16,0,16,16,312,0,0
0,40,19,0,0,36,0,0,0,161,0,0,24,4,94,4,0,8,0,8,8,169,0,0
0,40,12,0,0,36,0,0,0,148,0,0,23,3,93,2,0,8,0,8,8,156,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,36,32,0,0,72,0,0,0,310,0,0,69,8,209,6,0,16,0,16,16,326,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,36,20,0,0,36,0,0,0,173,0,0,36,6,123,4,0,8,0,8,12,181,0,0
0,40,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,37,15,0,0,36,0,0,0,152,0,0,12,2,65,4,0,8,0,8,4,160,0,0
0,40,12,0,0,36,0,0,0,145,0,0,12,2,65,2,0,8,0,8,4,153,0,0
0,39,24,0,0,72,0,0,0,285,0,0,24,4,130,5,0,16,0,16,8,301,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,36,15,0,0,36,0,0,0,151,0,0,24,4,94,2,0,8,0,8,8,159,0,0
0,40,2,0,0,0,0,0,0,12,0,0,12,2,44,1,0,0,0,0,4,12,0,0
0,40,7,0,0,0,0,0,0,20,0,0,12,2,44,2,0,0,0,0,4,20,0,0
0,38,1,0,0,0,0,0,0,10,0,0,12,2,44,0,0,0,0,0,4,10,0,0
0,36,32,0,0,72,0,0,0,310,0,0,90,8,230,6,0,16,0,16,16,326,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,39,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,36,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,39,30,0,0,72,0,0,0,297,0,0,69,8,209,5,0,16,0,16,16,313,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,14,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,42,44,0,0,108,0,0,0,450,0,0,93,12,303,8,0,24,0,24,24,474,0,0
0,42,7,0,0,0,0,0,0,20,0,0,12,2,29,2,0,0,0,0,4,20,0,0
0,38,15,0,0,36,0,0,0,154,0,0,36,6,123,2,0,8,0,8,12,162,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,40,27,0,0,72,0,0,0,287,0,0,24,4,130,5,0,16,0,16,8,303,0,0
0,42,23,0,0,72,0,0,0,283,0,0,24,4,130,4,0,16,0,16,8,299,0,0
0,42,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,6,0,0,0,0,0,0,18,0,0,12,2,44,1,0,0,0,0,4,18,0,0
0,42,4,0,0,0,0,0,0,14,0,0,12,2,44,1,0,0,0,0,4,14,0,0
0,40,18,0,0,36,0,0,0,167,0,0,57,6,159,4,0,8,0,8,12,175,0,0
0,42,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,40,17,0,0,36,0,0,0,156,0,0,45,4,115,3,0,8,0,8,8,164,0,0
0,38,14,0,0,36,0,0,0,151,0,0,45,4,115,3,0,8,0,8,8,159,0,0
0,42,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,43,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,40,31,0,0,72,0,0,0,310,0,0,48,7,188,6,0,16,0,16,16,326,0,0
0,43,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,30,0,0,72,0,0,0,297,0,0,69,8,209,5,0,16,0,16,16,313,0,0
0,44,3,0,0,0,0,0,0,12,0,0,12,2,29,0,0,0,0,0,4,12,0,0
0,40,2,0,0,0,0,0,0,12,0,0,12,2,29,1,0,0,0,0,4,12,0,0
0,44,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,44,13,0,0,36,0,0,0,148,0,0,11,1,64,3,0,8,0,8,4,156,0,0
0,40,14,0,0,36,0,0,0,148,0,0,12,2,65,3,0,8,0,8,4,156,0,0
0,43,28,0,0,72,0,0,0,289,0,0,24,4,130,5,0,16,0,16,8,305,0,0
0,42,18,0,0,36,0,0,0,169,0,0,36,6,138,4,0,8,0,8,12,177,0,0
0,42,4,0,0,0,0,0,0,14,0,0,12,2,44,1,0,0,0,0,4,14,0,0
0,40,20,0,0,36,0,0,0,160,0,0,57,6,159,3,0,8,0,8,12,168,0,0
0,41,17,0,0,36,0,0,0,155,0,0,45,4,115,4,0,8,0,8,8,163,0,0
0,44,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,2,0,8,0,8,8,161,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,44,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,44,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,42,30,0,0,72,0,0,0,297,0,0,48,8,188,5,0,16,0,16,16,313,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,43,5,0,0,0,0,0,0,28,0,0,24,4,58,1,0,0,0,0,8,28,0,0
0,44,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,19,0,0,36,0,0,0,159,0,0,24,4,94,4,0,8,0,8,8,167,0,0
0,44,13,0,0,36,0,0,0,146,0,0,12,2,65,2,0,8,0,8,4,154,0,0
0,40,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
0,44,37,0,0,108,0,0,0,431,0,0,36,6,195,7,0,24,0,24,12,455,0,0
0,44,19,0,0,36,0,0,0,169,0,0,36,5,138,4,0,8,0,8,12,177,0,0
0,44,6,0,0,0,0,0,0,18,0,0,12,2,44,1,0,0,0,0,4,18,0,0
0,40,2,0,0,0,0,0,0,12,0,0,12,2,44,1,0,0,0,0,4,12,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,44,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,43,29,0,0,72,0,0,0,304,0,0,90,8,230,5,0,16,0,16,16,320,0,0
0,41,32,0,0,72,0,0,0,310,0,0,69,8,209,6,0,16,0,16,16,326,0,0
0,44,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,29,0,0,72,0,0,0,306,0,0,48,8,188,5,0,16,0,16,16,322,0,0
0,40,32,0,0,72,0,0,0,310,0,0,69,8,209,6,0,16,0,16,16,326,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,5,0,0,0,0,0,0,24,0,0,24,4,58,1,0,0,0,0,8,24,0,0
0,42,15,0,0,36,0,0,0,153,0,0,23,3,93,3,0,8,0,8,8,161,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,44,26,0,0,72,0,0,0,287,0,0,24,4,130,5,0,16,0,16,8,303,0,0
0,40,39,0,0,108,0,0,0,440,0,0,48,8,224,7,0,24,0,24,16,464,0,0
0,42,7,0,0,0,0,0,0,20,0,0,12,2,44,2,0,0,0,0,4,20,0,0
0,42,4,0,0,0,0,0,0,14,0,0,12,2,44,1,0,0,0,0,4,14,0,0
0,42,4,0,0,0,0,0,0,14,0,0,12,2,44,1,0,0,0,0,4,14,0,0
0,40,14,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,40,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,43,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,44,30,0,0,72,0,0,0,307,0,0,48,8,188,5,0,16,0,16,16,323,0,0
0,43,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,21,0,0,36,0,0,0,172,0,0,57,6,144,4,0,8,0,8,12,180,0,0
0,42,15,0,0,36,0,0,0,153,0,0,23,3,93,3,0,8,0,8,8,161,0,0
0,44,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,40,14,0,0,36,0,0,0,148,0,0,12,2,65,3,0,8,0,8,4,156,0,0
0,44,15,0,0,36,0,0,0,149,0,0,12,2,65,3,0,8,0,8,4,157,0,0
0,40,38,0,0,108,0,0,0,429,0,0,48,8,224,7,0,24,0,24,16,453,0,0
0,40,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,42,9,0,0,0,0,0,0,35,0,0,36,6,132,1,0,0,0,0,12,35,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,42,13,0,0,36,0,0,0,149,0,0,45,4,115,2,0,8,0,8,8,157,0,0
0,42,19,0,0,36,0,0,0,159,0,0,45,4,115,4,0,8,0,8,8,167,0,0
0,42,16,0,0,36,0,0,0,153,0,0,45,4,115,3,0,8,0,8,8,161,0,0
0,42,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,42,32,0,0,72,0,0,0,310,0,0,48,8,188,6,0,16,0,16,16,326,0,0
0,44,16,0,0,36,0,0,0,153,0,0,24,4,94,3,0,8,0,8,8,161,0,0
0,42,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,42,34,0,0,72,0,0,0,329,0,0,93,11,267,6,0,16,0,16,24,345,0,0
0,42,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,44,15,0,0,36,0,0,0,151,0,0,24,4,94,2,0,8,0,8,8,159,0,0
0,42,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
0,42,26,0,0,72,0,0,0,287,0,0,24,4,130,5,0,16,0,16,8,303,0,0
0,39,39,0,0,108,0,0,0,436,0,0,48,8,224,7,0,24,0,24,16,460,0,0
0,38,7,0,0,0,0,0,0,22,0,0,12,2,44,2,0,0,0,0,4,22,0,0
0,40,3,0,0,0,0,0,0,12,0,0,12,2,44,0,0,0,0,0,4,12,0,0
0,40,16,0,0,36,0,0,0,156,0,0,57,6,159,3,0,8,0,8,12,164,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,16,0,0,36,0,0,0,153,0,0,45,4,115,2,0,8,0,8,8,161,0,0
0,42,42,0,0,108,0,0,0,446,0,0,135,12,345,7,0,24,0,24,24,470,0,0
0,39,3,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,4,0,0
0,40,16,0,0,36,0,0,0,151,0,0,24,4,94,2,0,8,0,8,8,159,0,0
0,40,13,0,0,36,0,0,0,149,0,0,24,4,94,2,0,8,0,8,8,157,0,0
0,38,31,0,0,72,0,0,0,299,0,0,48,8,188,5,0,16,0,16,16,315,0,0
0,40,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,0,0
0,40,18,0,0,36,0,0,0,158,0,0,57,6,144,3,0,8,0,8,12,166,0,0
0,38,17,0,0,36,0,0,0,167,0,0,36,6,123,3,0,8,0,8,12,175,0,0
